hotel_id,city,country,name,area,stars,rating,nightly_eur,review_count,breakfast_included,refundable,distance_to_center_km,wifi,workspace,family_rooms,air_conditioning,parking,pet_friendly,accessible
H0082120,Venice,Italy,Station Quarter Fern Grove · Venice,Station Quarter,5,4.3,198,5699,1,1,3.1,1,0,0,1,1,0,1
H0082121,Venice,Italy,The Golden Grove Guesthouse · Venice,Parkside,1,3.4,222,5836,0,1,4.8,1,1,1,1,0,0,1
H0082122,Venice,Italy,Harbour & Grove Guesthouse · Venice,West End,2,3.9,177,5973,1,1,6.5,1,0,0,0,0,1,1
H0082123,Venice,Italy,Grove Guesthouse by Ivory · Venice,Old Town,3,3.8,203,6110,1,1,8.2,1,1,0,1,0,0,1
H0082124,Venice,Italy,Juniper Station Quarter Guesthouse · Venice,Station Quarter,4,4.1,208,6247,0,1,9.9,1,0,0,1,0,0,0
H0082125,Venice,Italy,Parkside Lantern Grove · Venice,Parkside,5,4.9,192,6384,1,1,11.6,1,1,0,1,1,0,1
H0082126,Venice,Italy,The Laurel Grove Guesthouse · Venice,West End,1,3.6,114,6521,1,1,1.3,1,0,1,0,1,0,1
H0082127,Venice,Italy,Linden & Grove Guesthouse · Venice,Old Town,2,3.7,154,6658,0,1,3.0,1,1,0,1,0,0,1
H0082128,Venice,Italy,Grove Guesthouse by Marble · Venice,Station Quarter,3,4.2,194,6795,1,1,4.7,1,0,0,1,0,0,1
H0082129,Venice,Italy,Meadow Parkside Guesthouse · Venice,Parkside,4,4.2,164,6932,1,1,6.4,1,1,0,1,0,1,1
H0082130,Venice,Italy,West End Meridian Grove · Venice,West End,5,4.6,276,7069,0,1,8.1,1,0,0,0,0,0,1
H0082131,Venice,Italy,The Moonlight Grove Guesthouse · Venice,Old Town,1,3.5,226,7206,1,1,9.8,1,1,1,1,1,0,1
H0082132,Venice,Italy,Northlight & Grove Guesthouse · Venice,Station Quarter,2,4.0,164,7343,1,1,11.5,1,0,0,1,1,0,0
H0082133,Venice,Italy,Grove Guesthouse by Olive · Venice,Parkside,3,4.1,223,7480,0,1,1.2,1,1,0,1,0,0,1
H0082134,Venice,Italy,Orchid West End Guesthouse · Venice,West End,4,4.0,261,7617,1,1,2.9,1,0,0,0,0,0,1
H0082135,Venice,Italy,Old Town Pearl Grove · Venice,Old Town,5,4.9,205,7754,1,1,4.6,1,1,0,1,0,0,1
H0082136,Venice,Italy,The Pine Grove Guesthouse · Venice,Station Quarter,1,3.9,203,7891,0,1,6.3,1,0,1,1,0,1,1
H0082137,Venice,Italy,Raven & Grove Guesthouse · Venice,Parkside,2,3.6,215,8028,1,1,8.0,1,1,0,1,1,0,1
H0082138,Venice,Italy,Grove Guesthouse by Rosewood · Venice,West End,3,3.7,263,8165,1,1,9.7,1,0,0,0,1,0,1
H0082139,Venice,Italy,Saffron Old Town Guesthouse · Venice,Old Town,4,4.0,249,8302,0,1,11.4,1,1,0,1,0,0,1
H0082140,Venice,Italy,Station Quarter Silver Grove · Venice,Station Quarter,5,4.9,185,8439,1,1,1.1,1,0,0,1,0,0,0
H0082141,Venice,Italy,The Solstice Grove Guesthouse · Venice,Parkside,1,3.5,143,8576,1,1,2.8,1,1,1,1,0,0,1
H0082142,Venice,Italy,Stone & Grove Guesthouse · Venice,West End,2,4.1,183,8713,0,1,4.5,1,0,0,0,0,0,1
H0082143,Venice,Italy,Grove Guesthouse by Sunrise · Venice,Old Town,3,3.9,239,8850,1,1,6.2,1,1,0,1,1,1,1
H0082144,Venice,Italy,Terrace Station Quarter Guesthouse · Venice,Station Quarter,4,4.7,225,8987,1,1,7.9,1,0,0,1,1,0,1
H0082145,Venice,Italy,Parkside Velvet Grove · Venice,Parkside,5,4.4,280,9124,0,1,9.6,1,1,0,1,0,0,1
H0082146,Venice,Italy,The Willow Grove Guesthouse · Venice,West End,1,3.5,122,9261,1,1,11.3,1,0,1,0,0,0,1
H0082147,Venice,Italy,Wren & Grove Guesthouse · Venice,Old Town,2,3.7,128,9398,1,1,1.0,1,1,0,1,0,0,1
H0082148,Venice,Italy,Grove Guesthouse by Arcade · Venice,Station Quarter,3,4.1,185,35,0,1,2.7,1,0,0,1,0,0,0
H0082149,Venice,Italy,Belvedere Parkside Guesthouse · Venice,Parkside,4,4.3,274,172,1,1,4.4,1,1,0,1,1,0,1
H0082150,Venice,Italy,West End Canvas Grove · Venice,West End,5,4.9,221,309,1,1,6.1,1,0,0,0,1,1,1
H0082151,Venice,Italy,The Courtyard Grove Guesthouse · Venice,Old Town,1,3.4,227,446,0,1,7.8,1,1,1,1,0,0,1
H0082152,Venice,Italy,Foundry & Grove Guesthouse · Venice,Station Quarter,2,3.9,137,583,1,1,9.5,1,0,0,1,0,0,1
H0082153,Venice,Italy,Grove Guesthouse by Gallery · Venice,Parkside,3,4.3,156,720,1,1,11.2,1,1,0,1,0,0,1
H0082154,Venice,Italy,Hearth West End Guesthouse · Venice,West End,4,4.4,223,857,0,1,0.9,1,0,0,0,0,0,1
H0082155,Venice,Italy,Old Town Mosaic Grove · Venice,Old Town,5,4.4,227,994,1,1,2.6,1,1,0,1,1,0,1
H0082156,Venice,Italy,The Pavilion Grove Guesthouse · Venice,Station Quarter,1,3.3,161,1131,1,1,4.3,1,0,1,1,1,0,0
H0082157,Venice,Italy,Quayside & Grove Guesthouse · Venice,Parkside,2,4.0,227,1268,0,1,6.0,1,1,0,1,0,1,1
H0082158,Venice,Italy,Grove Guesthouse by Regent · Venice,West End,3,4.0,148,1405,1,1,7.7,1,0,0,0,0,0,1
H0082159,Venice,Italy,Riverview Old Town Guesthouse · Venice,Old Town,4,4.5,259,1542,1,1,9.4,1,1,0,1,0,0,1
H0082160,Venice,Italy,Station Quarter Vantage Grove · Venice,Station Quarter,5,4.2,283,1679,0,1,11.1,1,0,0,1,0,0,1
H0082161,Venice,Italy,The Voyager Grove Guesthouse · Venice,Parkside,1,3.5,113,1816,1,1,0.8,1,1,1,1,1,0,1
H0082162,Venice,Italy,Amber & Station Guesthouse · Venice,West End,2,3.7,203,1953,1,1,2.5,1,0,0,0,1,0,1
H0082163,Venice,Italy,Station Guesthouse by Atlas · Venice,Old Town,3,3.7,156,2090,0,1,4.2,1,1,0,1,0,0,1
H0082164,Venice,Italy,Aurora Station Quarter Guesthouse · Venice,Station Quarter,4,4.3,236,2227,1,1,5.9,1,0,0,1,0,1,0
H0082165,Venice,Italy,Parkside Bluebird Station · Venice,Parkside,5,4.7,198,2364,1,1,7.6,1,1,0,1,0,0,1
H0082166,Venice,Italy,The Canopy Station Guesthouse · Venice,West End,1,3.6,194,2501,0,1,9.3,1,0,1,0,0,0,1
H0082167,Venice,Italy,Cedar & Station Guesthouse · Venice,Old Town,2,3.9,244,2638,1,1,11.0,1,1,0,1,1,0,1
H0082168,Venice,Italy,Station Guesthouse by Copper · Venice,Station Quarter,3,4.3,191,2775,1,1,0.7,1,0,0,1,1,0,1
H0082169,Venice,Italy,Crown Parkside Guesthouse · Venice,Parkside,4,4.6,175,2912,0,1,2.4,1,1,0,1,0,0,1
H0082170,Venice,Italy,West End Dawn Station · Venice,West End,5,4.9,208,3049,1,1,4.1,1,0,0,0,0,0,1
H0082171,Venice,Italy,The Ember Station Guesthouse · Venice,Old Town,1,3.3,116,3186,1,1,5.8,1,1,1,1,0,1,1
H0082172,Venice,Italy,Evergreen & Station Guesthouse · Venice,Station Quarter,2,3.8,208,3323,0,1,7.5,1,0,0,1,0,0,0
H0082173,Venice,Italy,Station Guesthouse by Fern · Venice,Parkside,3,4.1,212,3460,1,1,9.2,1,1,0,1,1,0,1
H0082174,Venice,Italy,Golden West End Guesthouse · Venice,West End,4,4.2,218,3597,1,1,10.9,1,0,0,0,1,0,1
H0082175,Venice,Italy,Old Town Harbour Station · Venice,Old Town,5,4.9,201,3734,0,1,0.6,1,1,0,1,0,0,1
H0082176,Venice,Italy,The Ivory Station Guesthouse · Venice,Station Quarter,1,3.9,131,3871,1,1,2.3,1,0,1,1,0,0,1
H0082177,Venice,Italy,Juniper & Station Guesthouse · Venice,Parkside,2,4.2,183,4008,1,1,4.0,1,1,0,1,0,0,1
H0082178,Venice,Italy,Station Guesthouse by Lantern · Venice,West End,3,4.0,254,4145,0,1,5.7,1,0,0,0,0,1,1
H0082179,Venice,Italy,Laurel Old Town Guesthouse · Venice,Old Town,4,4.1,245,4282,1,1,7.4,1,1,0,1,1,0,1
H0082180,Venice,Italy,Station Quarter Linden Station · Venice,Station Quarter,5,4.4,287,4419,1,1,9.1,1,0,0,1,1,0,0
H0082181,Venice,Italy,The Marble Station Guesthouse · Venice,Parkside,1,3.4,180,4556,0,1,10.8,1,1,1,1,0,0,1
H0082182,Venice,Italy,Meadow & Station Guesthouse · Venice,West End,2,3.9,172,4693,1,1,0.5,1,0,0,0,0,0,1
H0082183,Venice,Italy,Station Guesthouse by Meridian · Venice,Old Town,3,3.9,175,4830,1,1,2.2,1,1,0,1,0,0,1
H0082184,Venice,Italy,Moonlight Station Quarter Guesthouse · Venice,Station Quarter,4,4.6,159,4967,0,1,3.9,1,0,0,1,0,0,1
H0082185,Venice,Italy,Parkside Northlight Station · Venice,Parkside,5,4.5,275,5104,1,1,5.6,1,1,0,1,1,1,1
H0082186,Venice,Italy,The Olive Station Guesthouse · Venice,West End,1,3.3,231,5241,1,1,7.3,1,0,1,0,1,0,1
H0082187,Venice,Italy,Orchid & Station Guesthouse · Venice,Old Town,2,3.5,187,5378,0,1,9.0,1,1,0,1,0,0,1
H0082188,Venice,Italy,Station Guesthouse by Pearl · Venice,Station Quarter,3,4.3,221,5515,1,1,10.7,1,0,0,1,0,0,0
H0082189,Venice,Italy,Pine Parkside Guesthouse · Venice,Parkside,4,4.3,161,5652,1,1,0.4,1,1,0,1,0,0,1
H0082190,Venice,Italy,West End Raven Station · Venice,West End,5,4.3,257,5789,0,1,2.1,1,0,0,0,0,0,1
H0082191,Venice,Italy,The Rosewood Station Guesthouse · Venice,Old Town,1,3.7,157,5926,1,1,3.8,1,1,1,1,1,0,1
H0082192,Venice,Italy,Saffron & Station Guesthouse · Venice,Station Quarter,2,4.0,223,6063,1,1,5.5,1,0,0,1,1,1,1
H0082193,Venice,Italy,Station Guesthouse by Silver · Venice,Parkside,3,3.7,197,6200,0,1,7.2,1,1,0,1,0,0,1
H0082194,Venice,Italy,Solstice West End Guesthouse · Venice,West End,4,4.3,170,6337,1,1,8.9,1,0,0,0,0,0,1
H0082195,Venice,Italy,Old Town Stone Station · Venice,Old Town,5,4.4,216,6474,1,1,10.6,1,1,0,1,0,0,1
H0082196,Venice,Italy,The Sunrise Station Guesthouse · Venice,Station Quarter,1,3.4,141,6611,0,1,0.3,1,0,1,1,0,0,0
H0082197,Venice,Italy,Terrace & Station Guesthouse · Venice,Parkside,2,4.0,227,6748,1,1,2.0,1,1,0,1,1,0,1
H0082198,Venice,Italy,Station Guesthouse by Velvet · Venice,West End,3,3.8,240,6885,1,1,3.7,1,0,0,0,1,0,1
H0082199,Venice,Italy,Willow Old Town Guesthouse · Venice,Old Town,4,4.0,216,7022,0,1,5.4,1,1,0,1,0,1,1
H0082200,Venice,Italy,Station Quarter Wren Station · Venice,Station Quarter,5,4.6,213,7159,1,1,7.1,1,0,0,1,0,0,1
H0082201,Venice,Italy,The Arcade Station Guesthouse · Venice,Parkside,1,3.5,207,7296,1,1,8.8,1,1,1,1,0,0,1
H0082202,Venice,Italy,Belvedere & Station Guesthouse · Venice,West End,2,4.1,149,7433,0,1,10.5,1,0,0,0,0,0,1
H0082203,Venice,Italy,Station Guesthouse by Canvas · Venice,Old Town,3,4.1,245,7570,1,1,0.2,1,1,0,1,1,0,1
H0082204,Venice,Italy,Courtyard Station Quarter Guesthouse · Venice,Station Quarter,4,4.6,246,7707,1,1,1.9,1,0,0,1,1,0,0
H0082205,Venice,Italy,Parkside Foundry Station · Venice,Parkside,5,4.3,269,7844,0,1,3.6,1,1,0,1,0,0,1
H0082206,Venice,Italy,The Gallery Station Guesthouse · Venice,West End,1,3.8,135,7981,1,1,5.3,1,0,1,0,0,1,1
H0082207,Venice,Italy,Hearth & Station Guesthouse · Venice,Old Town,2,3.6,233,8118,1,1,7.0,1,1,0,1,0,0,1
H0082208,Venice,Italy,Station Guesthouse by Mosaic · Venice,Station Quarter,3,4.3,207,8255,0,1,8.7,1,0,0,1,0,0,1
H0082209,Venice,Italy,Pavilion Parkside Guesthouse · Venice,Parkside,4,4.7,273,8392,1,1,10.4,1,1,0,1,1,0,1
H0082210,Venice,Italy,West End Quayside Station · Venice,West End,5,4.6,218,8529,1,1,0.1,1,0,0,0,1,0,1
H0082211,Venice,Italy,The Regent Station Guesthouse · Venice,Old Town,1,3.8,136,8666,0,1,1.8,1,1,1,1,0,0,1
H0082212,Venice,Italy,Riverview & Station Guesthouse · Venice,Station Quarter,2,3.5,203,8803,1,1,3.5,1,0,0,1,0,0,0
H0082213,Venice,Italy,Station Guesthouse by Vantage · Venice,Parkside,3,4.4,230,8940,1,1,5.2,1,1,0,1,0,1,1
H0082214,Venice,Italy,Voyager West End Guesthouse · Venice,West End,4,4.2,172,9077,0,1,6.9,1,0,0,0,0,0,1
H0082215,Venice,Italy,Old Town Amber Canal · Venice,Old Town,5,4.8,284,9214,1,1,8.6,1,1,0,1,1,0,1
H0082216,Venice,Italy,The Atlas Canal Guesthouse · Venice,Station Quarter,1,3.5,113,9351,1,1,10.3,1,0,1,1,1,0,1
H0082217,Venice,Italy,Aurora & Canal Guesthouse · Venice,Parkside,2,3.6,232,9488,0,1,12.0,1,1,0,1,0,0,1
H0082218,Venice,Italy,Canal Guesthouse by Bluebird · Venice,West End,3,3.8,220,125,1,1,1.7,1,0,0,0,0,0,1
H0082219,Venice,Italy,Canopy Old Town Guesthouse · Venice,Old Town,4,4.3,200,262,1,1,3.4,1,1,0,1,0,0,1
H0082220,Venice,Italy,Station Quarter Cedar Canal · Venice,Station Quarter,5,4.9,281,399,0,1,5.1,1,0,0,1,0,1,0
H0082221,Venice,Italy,The Copper Canal Guesthouse · Venice,Parkside,1,3.5,120,536,1,1,6.8,1,1,1,1,1,0,1
H0082222,Venice,Italy,Crown & Canal Guesthouse · Venice,West End,2,3.8,157,673,1,1,8.5,1,0,0,0,1,0,1
H0082223,Venice,Italy,Canal Guesthouse by Dawn · Venice,Old Town,3,4.5,160,810,0,1,10.2,1,1,0,1,0,0,1
H0082224,Venice,Italy,Ember Station Quarter Guesthouse · Venice,Station Quarter,4,4.2,275,947,1,1,11.9,1,0,0,1,0,0,1
H0082225,Venice,Italy,Parkside Evergreen Canal · Venice,Parkside,5,4.7,202,1084,1,1,1.6,1,1,0,1,0,0,1
H0082226,Venice,Italy,The Fern Canal Guesthouse · Venice,West End,1,3.9,150,1221,0,1,3.3,1,0,1,0,0,0,1
H0082227,Venice,Italy,Golden & Canal Guesthouse · Venice,Old Town,2,3.7,159,1358,1,1,5.0,1,1,0,1,1,1,1
H0082228,Venice,Italy,Canal Guesthouse by Harbour · Venice,Station Quarter,3,4.3,231,1495,1,1,6.7,1,0,0,1,1,0,0
H0082229,Venice,Italy,Ivory Parkside Guesthouse · Venice,Parkside,4,4.5,204,1632,0,1,8.4,1,1,0,1,0,0,1
H0082230,Venice,Italy,West End Juniper Canal · Venice,West End,5,4.2,269,1769,1,1,10.1,1,0,0,0,0,0,1
H0082231,Venice,Italy,The Lantern Canal Guesthouse · Venice,Old Town,1,3.4,145,1906,1,1,11.8,1,1,1,1,0,0,1
H0082232,Venice,Italy,Laurel & Canal Guesthouse · Venice,Station Quarter,2,3.9,232,2043,0,1,1.5,1,0,0,1,0,0,1
H0082233,Venice,Italy,Canal Guesthouse by Linden · Venice,Parkside,3,3.8,173,2180,1,1,3.2,1,1,0,1,1,0,1
H0082234,Venice,Italy,Marble West End Guesthouse · Venice,West End,4,4.4,222,2317,1,1,4.9,1,0,0,0,1,1,1
H0082235,Venice,Italy,Old Town Meadow Canal · Venice,Old Town,5,4.9,210,2454,0,1,6.6,1,1,0,1,0,0,1
H0082236,Venice,Italy,The Meridian Canal Guesthouse · Venice,Station Quarter,1,3.3,229,2591,1,1,8.3,1,0,1,1,0,0,0
H0082237,Venice,Italy,Moonlight & Canal Guesthouse · Venice,Parkside,2,4.2,214,2728,1,1,10.0,1,1,0,1,0,0,1
H0082238,Venice,Italy,Canal Guesthouse by Northlight · Venice,West End,3,4.3,204,2865,0,1,11.7,1,0,0,0,0,0,1
H0082239,Venice,Italy,Olive Old Town Guesthouse · Venice,Old Town,4,4.4,203,3002,1,1,1.4,1,1,0,1,1,0,1
H0082240,Venice,Italy,Station Quarter Orchid Canal · Venice,Station Quarter,5,4.4,249,3139,1,1,3.1,1,0,0,1,1,0,1
H0082241,Venice,Italy,The Pearl Canal Guesthouse · Venice,Parkside,1,3.7,147,3276,0,1,4.8,1,1,1,1,0,1,1
H0082242,Venice,Italy,Pine & Canal Guesthouse · Venice,West End,2,3.6,221,3413,1,1,6.5,1,0,0,0,0,0,1
H0082243,Venice,Italy,Canal Guesthouse by Raven · Venice,Old Town,3,4.1,188,3550,1,1,8.2,1,1,0,1,0,0,1
H0082244,Venice,Italy,Rosewood Station Quarter Guesthouse · Venice,Station Quarter,4,4.5,160,3687,0,1,9.9,1,0,0,1,0,0,0
H0082245,Venice,Italy,Parkside Saffron Canal · Venice,Parkside,5,4.3,176,3824,1,1,11.6,1,1,0,1,1,0,1
H0082246,Venice,Italy,The Silver Canal Guesthouse · Venice,West End,1,3.6,194,3961,1,1,1.3,1,0,1,0,1,0,1
H0082247,Venice,Italy,Solstice & Canal Guesthouse · Venice,Old Town,2,3.7,140,4098,0,1,3.0,1,1,0,1,0,0,1
H0082248,Venice,Italy,Canal Guesthouse by Stone · Venice,Station Quarter,3,3.9,195,4235,1,1,4.7,1,0,0,1,0,1,1
H0082249,Venice,Italy,Sunrise Parkside Guesthouse · Venice,Parkside,4,4.5,264,4372,1,1,6.4,1,1,0,1,0,0,1
H0082250,Venice,Italy,West End Terrace Canal · Venice,West End,5,4.3,256,4509,0,1,8.1,1,0,0,0,0,0,1
H0082251,Venice,Italy,The Velvet Canal Guesthouse · Venice,Old Town,1,3.3,153,4646,1,1,9.8,1,1,1,1,1,0,1
H0082252,Venice,Italy,Willow & Canal Guesthouse · Venice,Station Quarter,2,4.1,170,4783,1,1,11.5,1,0,0,1,1,0,0
H0082253,Venice,Italy,Canal Guesthouse by Wren · Venice,Parkside,3,4.5,239,4920,0,1,1.2,1,1,0,1,0,0,1
H0082254,Venice,Italy,Arcade West End Guesthouse · Venice,West End,4,4.6,277,5057,1,1,2.9,1,0,0,0,0,0,1
H0082255,Venice,Italy,Old Town Belvedere Canal · Venice,Old Town,5,4.7,282,5194,1,1,4.6,1,1,0,1,0,1,1
H0082256,Venice,Italy,The Canvas Canal Guesthouse · Venice,Station Quarter,1,3.6,126,5331,0,1,6.3,1,0,1,1,0,0,1
H0082257,Venice,Italy,Courtyard & Canal Guesthouse · Venice,Parkside,2,3.7,131,5468,1,1,8.0,1,1,0,1,1,0,1
H0082258,Venice,Italy,Canal Guesthouse by Foundry · Venice,West End,3,4.3,158,5605,1,1,9.7,1,0,0,0,1,0,1
H0082259,Venice,Italy,Gallery Old Town Guesthouse · Venice,Old Town,4,4.4,274,5742,0,1,11.4,1,1,0,1,0,0,1
H0082260,Venice,Italy,Station Quarter Hearth Canal · Venice,Station Quarter,5,4.4,235,5879,1,1,1.1,1,0,0,1,0,0,0
H0082261,Venice,Italy,The Mosaic Canal Guesthouse · Venice,Parkside,1,3.4,120,6016,1,1,2.8,1,1,1,1,0,0,1
H0082262,Venice,Italy,Pavilion & Canal Guesthouse · Venice,West End,2,3.9,189,6153,0,1,4.5,1,0,0,0,0,1,1
H0082263,Venice,Italy,Canal Guesthouse by Quayside · Venice,Old Town,3,3.9,175,6290,1,1,6.2,1,1,0,1,1,0,1
H0082264,Venice,Italy,Regent Station Quarter Guesthouse · Venice,Station Quarter,4,4.3,246,6427,1,1,7.9,1,0,0,1,1,0,1
H0082265,Venice,Italy,Parkside Riverview Canal · Venice,Parkside,5,4.4,186,6564,0,1,9.6,1,1,0,1,0,0,1
H0082266,Venice,Italy,The Vantage Canal Guesthouse · Venice,West End,1,3.8,173,6701,1,1,11.3,1,0,1,0,0,0,1
H0082267,Venice,Italy,Voyager & Canal Guesthouse · Venice,Old Town,2,3.6,248,6838,1,1,1.0,1,1,0,1,0,0,1
H0082268,Venice,Italy,Crescent Guesthouse by Amber · Venice,Station Quarter,3,3.9,234,6975,0,1,2.7,1,0,0,1,0,0,0
H0082269,Venice,Italy,Atlas Parkside Guesthouse · Venice,Parkside,4,4.0,183,7112,1,1,4.4,1,1,0,1,1,1,1
H0082270,Venice,Italy,West End Aurora Crescent · Venice,West End,5,4.7,218,7249,1,1,6.1,1,0,0,0,1,0,1
H0082271,Venice,Italy,The Bluebird Crescent Guesthouse · Venice,Old Town,1,3.5,199,7386,0,1,7.8,1,1,1,1,0,0,1
H0082272,Venice,Italy,Canopy & Crescent Guesthouse · Venice,Station Quarter,2,4.1,216,7523,1,1,9.5,1,0,0,1,0,0,1
H0082273,Venice,Italy,Crescent Guesthouse by Cedar · Venice,Parkside,3,3.9,210,7660,1,1,11.2,1,1,0,1,0,0,1
H0082274,Venice,Italy,Copper West End Guesthouse · Venice,West End,4,4.3,244,7797,0,1,0.9,1,0,0,0,0,0,1
H0082275,Venice,Italy,Old Town Crown Crescent · Venice,Old Town,5,4.9,269,7934,1,1,2.6,1,1,0,1,1,0,1
H0082276,Venice,Italy,The Dawn Crescent Guesthouse · Venice,Station Quarter,1,3.4,150,8071,1,1,4.3,1,0,1,1,1,1,0
H0082277,Venice,Italy,Ember & Crescent Guesthouse · Venice,Parkside,2,4.1,204,8208,0,1,6.0,1,1,0,1,0,0,1
H0082278,Venice,Italy,Crescent Guesthouse by Evergreen · Venice,West End,3,4.0,191,8345,1,1,7.7,1,0,0,0,0,0,1
H0082279,Venice,Italy,Fern Old Town Guesthouse · Venice,Old Town,4,4.7,214,8482,1,1,9.4,1,1,0,1,0,0,1
H0082280,Venice,Italy,Station Quarter Golden Crescent · Venice,Station Quarter,5,4.3,223,8619,0,1,11.1,1,0,0,1,0,0,1
H0082281,Venice,Italy,The Harbour Crescent Guesthouse · Venice,Parkside,1,3.5,120,8756,1,1,0.8,1,1,1,1,1,0,1
H0082282,Venice,Italy,Ivory & Crescent Guesthouse · Venice,West End,2,4.1,236,8893,1,1,2.5,1,0,0,0,1,0,1
H0082283,Venice,Italy,Crescent Guesthouse by Juniper · Venice,Old Town,3,4.4,203,9030,0,1,4.2,1,1,0,1,0,1,1
H0082284,Venice,Italy,Lantern Station Quarter Guesthouse · Venice,Station Quarter,4,4.2,176,9167,1,1,5.9,1,0,0,1,0,0,0
H0082285,Venice,Italy,Parkside Laurel Crescent · Venice,Parkside,5,4.2,186,9304,1,1,7.6,1,1,0,1,0,0,1
H0082286,Venice,Italy,The Linden Crescent Guesthouse · Venice,West End,1,3.6,137,9441,0,1,9.3,1,0,1,0,0,0,1
H0082287,Venice,Italy,Marble & Crescent Guesthouse · Venice,Old Town,2,3.8,204,78,1,1,11.0,1,1,0,1,1,0,1
H0082288,Venice,Italy,Crescent Guesthouse by Meadow · Venice,Station Quarter,3,3.9,224,215,1,1,0.7,1,0,0,1,1,0,1
H0082289,Venice,Italy,Meridian Parkside Guesthouse · Venice,Parkside,4,4.1,265,352,0,1,2.4,1,1,0,1,0,0,1
H0082290,Venice,Italy,West End Moonlight Crescent · Venice,West End,5,4.8,274,489,1,1,4.1,1,0,0,0,0,1,1
H0082291,Venice,Italy,The Northlight Crescent Guesthouse · Venice,Old Town,1,3.6,233,626,1,1,5.8,1,1,1,1,0,0,1
H0082292,Venice,Italy,Olive & Crescent Guesthouse · Venice,Station Quarter,2,3.9,164,763,0,1,7.5,1,0,0,1,0,0,0
H0082293,Venice,Italy,Crescent Guesthouse by Orchid · Venice,Parkside,3,3.7,170,900,1,1,9.2,1,1,0,1,1,0,1
H0082294,Venice,Italy,Pearl West End Guesthouse · Venice,West End,4,4.4,257,1037,1,1,10.9,1,0,0,0,1,0,1
H0082295,Venice,Italy,Old Town Pine Crescent · Venice,Old Town,5,4.5,224,1174,0,1,0.6,1,1,0,1,0,0,1
H0082296,Venice,Italy,The Raven Crescent Guesthouse · Venice,Station Quarter,1,3.3,163,1311,1,1,2.3,1,0,1,1,0,0,1
H0082297,Venice,Italy,Rosewood & Crescent Guesthouse · Venice,Parkside,2,3.9,218,1448,1,1,4.0,1,1,0,1,0,1,1
H0082298,Venice,Italy,Crescent Guesthouse by Saffron · Venice,West End,3,4.0,199,1585,0,1,5.7,1,0,0,0,0,0,1
H0082299,Venice,Italy,Silver Old Town Guesthouse · Venice,Old Town,4,4.2,246,1722,1,1,7.4,1,1,0,1,1,0,1
H0082300,Venice,Italy,Station Quarter Solstice Crescent · Venice,Station Quarter,5,4.9,226,1859,1,1,9.1,1,0,0,1,1,0,0
H0082301,Venice,Italy,The Stone Crescent Guesthouse · Venice,Parkside,1,3.7,184,1996,0,1,10.8,1,1,1,1,0,0,1
H0082302,Venice,Italy,Sunrise & Crescent Guesthouse · Venice,West End,2,4.2,155,2133,1,1,0.5,1,0,0,0,0,0,1
H0082303,Venice,Italy,Crescent Guesthouse by Terrace · Venice,Old Town,3,4.2,155,2270,1,1,2.2,1,1,0,1,0,0,1
H0082304,Venice,Italy,Velvet Station Quarter Guesthouse · Venice,Station Quarter,4,4.3,209,2407,0,1,3.9,1,0,0,1,0,1,1
H0082305,Venice,Italy,Parkside Willow Crescent · Venice,Parkside,5,4.6,181,2544,1,1,5.6,1,1,0,1,1,0,1
H0082306,Venice,Italy,The Wren Crescent Guesthouse · Venice,West End,1,3.6,132,2681,1,1,7.3,1,0,1,0,1,0,1
H0082307,Venice,Italy,Arcade & Crescent Guesthouse · Venice,Old Town,2,3.7,210,2818,0,1,9.0,1,1,0,1,0,0,1
H0082308,Venice,Italy,Crescent Guesthouse by Belvedere · Venice,Station Quarter,3,4.1,174,2955,1,1,10.7,1,0,0,1,0,0,0
H0082309,Venice,Italy,Canvas Parkside Guesthouse · Venice,Parkside,4,4.2,220,3092,1,1,0.4,1,1,0,1,0,0,1
H0082310,Venice,Italy,West End Courtyard Crescent · Venice,West End,5,4.5,207,3229,0,1,2.1,1,0,0,0,0,0,1
H0082311,Venice,Italy,The Foundry Crescent Guesthouse · Venice,Old Town,1,3.4,219,3366,1,1,3.8,1,1,1,1,1,1,1
H0082312,Venice,Italy,Gallery & Crescent Guesthouse · Venice,Station Quarter,2,4.1,193,3503,1,1,5.5,1,0,0,1,1,0,1
H0082313,Venice,Italy,Crescent Guesthouse by Hearth · Venice,Parkside,3,3.9,221,3640,0,1,7.2,1,1,0,1,0,0,1
H0082314,Venice,Italy,Mosaic West End Guesthouse · Venice,West End,4,4.1,184,3777,1,1,8.9,1,0,0,0,0,0,1
H0082315,Venice,Italy,Old Town Pavilion Crescent · Venice,Old Town,5,4.9,270,3914,1,1,10.6,1,1,0,1,0,0,1
H0082316,Venice,Italy,The Quayside Crescent Guesthouse · Venice,Station Quarter,1,4.0,143,4051,0,1,0.3,1,0,1,1,0,0,0
H0082317,Venice,Italy,Regent & Crescent Guesthouse · Venice,Parkside,2,3.9,145,4188,1,1,2.0,1,1,0,1,1,0,1
H0082318,Venice,Italy,Crescent Guesthouse by Riverview · Venice,West End,3,4.3,255,4325,1,1,3.7,1,0,0,0,1,1,1
H0082319,Venice,Italy,Vantage Old Town Guesthouse · Venice,Old Town,4,4.6,163,4462,0,1,5.4,1,1,0,1,0,0,1
H0082320,Venice,Italy,Station Quarter Voyager Crescent · Venice,Station Quarter,5,4.6,241,4599,1,1,7.1,1,0,0,1,0,0,1
